county,id,week,date,value,.lower,.upper,.width,.point,.interval
Alameda,1,1,2023-04-04,0.9251769941320948,0.862675872859948,0.991551286041442,0.5,median,qi
Alameda,1,1,2023-04-05,0.9251769941320948,0.862675872859948,0.991551286041442,0.5,median,qi
Alameda,1,1,2023-04-06,0.9251769941320948,0.862675872859948,0.991551286041442,0.5,median,qi
Alameda,1,2,2023-04-11,0.8909483952540524,0.8339827568097606,0.954558276285663,0.5,median,qi
Alameda,1,2,2023-04-12,0.8909483952540524,0.8339827568097606,0.954558276285663,0.5,median,qi
Alameda,1,2,2023-04-13,0.8909483952540524,0.8339827568097606,0.954558276285663,0.5,median,qi
Alameda,1,2,2023-04-14,0.8909483952540524,0.8339827568097606,0.954558276285663,0.5,median,qi
Alameda,1,3,2023-04-18,0.8645016194553558,0.8134105010877262,0.9198027489722193,0.5,median,qi
Alameda,1,3,2023-04-19,0.8645016194553558,0.8134105010877262,0.9198027489722193,0.5,median,qi
Alameda,1,3,2023-04-20,0.8645016194553558,0.8134105010877262,0.9198027489722193,0.5,median,qi
Alameda,1,4,2023-04-25,0.8437774247984782,0.7873681887939297,0.903872242194788,0.5,median,qi
Alameda,1,4,2023-04-26,0.8437774247984782,0.7873681887939297,0.903872242194788,0.5,median,qi
Alameda,1,4,2023-04-27,0.8437774247984782,0.7873681887939297,0.903872242194788,0.5,median,qi
Alameda,1,5,2023-05-02,0.8348235104546207,0.7812297659106293,0.8898302873141941,0.5,median,qi
Alameda,1,5,2023-05-03,0.8348235104546207,0.7812297659106293,0.8898302873141941,0.5,median,qi
Alameda,1,5,2023-05-04,0.8348235104546207,0.7812297659106293,0.8898302873141941,0.5,median,qi
Alameda,1,6,2023-05-09,0.8404815845675986,0.7809420476035562,0.9049561316955425,0.5,median,qi
Alameda,1,6,2023-05-10,0.8404815845675986,0.7809420476035562,0.9049561316955425,0.5,median,qi
Alameda,1,6,2023-05-11,0.8404815845675986,0.7809420476035562,0.9049561316955425,0.5,median,qi
Alameda,1,7,2023-05-16,0.8414856998121647,0.7622701941718325,0.9249294346419056,0.5,median,qi
Alameda,1,7,2023-05-17,0.8414856998121647,0.7622701941718325,0.9249294346419056,0.5,median,qi
Alameda,1,7,2023-05-18,0.8414856998121647,0.7622701941718325,0.9249294346419056,0.5,median,qi
Alameda,1,8,2023-05-23,0.8424254850873851,0.7591562300486541,0.9421868993409986,0.5,median,qi
Alameda,1,8,2023-05-24,0.8424254850873851,0.7591562300486541,0.9421868993409986,0.5,median,qi
Alameda,1,8,2023-05-25,0.8424254850873851,0.7591562300486541,0.9421868993409986,0.5,median,qi
Alameda,1,1,2023-04-04,0.9251769941320948,0.8110572461817177,1.0485939604367482,0.8,median,qi
Alameda,1,1,2023-04-05,0.9251769941320948,0.8110572461817177,1.0485939604367482,0.8,median,qi
Alameda,1,1,2023-04-06,0.9251769941320948,0.8110572461817177,1.0485939604367482,0.8,median,qi
Alameda,1,2,2023-04-11,0.8909483952540524,0.7858692298354534,1.0164701268191043,0.8,median,qi
Alameda,1,2,2023-04-12,0.8909483952540524,0.7858692298354534,1.0164701268191043,0.8,median,qi
Alameda,1,2,2023-04-13,0.8909483952540524,0.7858692298354534,1.0164701268191043,0.8,median,qi
Alameda,1,2,2023-04-14,0.8909483952540524,0.7858692298354534,1.0164701268191043,0.8,median,qi
Alameda,1,3,2023-04-18,0.8645016194553558,0.7652057605664109,0.9784813042806144,0.8,median,qi
Alameda,1,3,2023-04-19,0.8645016194553558,0.7652057605664109,0.9784813042806144,0.8,median,qi
Alameda,1,3,2023-04-20,0.8645016194553558,0.7652057605664109,0.9784813042806144,0.8,median,qi
Alameda,1,4,2023-04-25,0.8437774247984782,0.7423981258771527,0.9572611294673076,0.8,median,qi
Alameda,1,4,2023-04-26,0.8437774247984782,0.7423981258771527,0.9572611294673076,0.8,median,qi
Alameda,1,4,2023-04-27,0.8437774247984782,0.7423981258771527,0.9572611294673076,0.8,median,qi
Alameda,1,5,2023-05-02,0.8348235104546207,0.7330292012738878,0.9462698302006236,0.8,median,qi
Alameda,1,5,2023-05-03,0.8348235104546207,0.7330292012738878,0.9462698302006236,0.8,median,qi
Alameda,1,5,2023-05-04,0.8348235104546207,0.7330292012738878,0.9462698302006236,0.8,median,qi
Alameda,1,6,2023-05-09,0.8404815845675986,0.7187306547922826,0.9686108695012868,0.8,median,qi
Alameda,1,6,2023-05-10,0.8404815845675986,0.7187306547922826,0.9686108695012868,0.8,median,qi
Alameda,1,6,2023-05-11,0.8404815845675986,0.7187306547922826,0.9686108695012868,0.8,median,qi
Alameda,1,7,2023-05-16,0.8414856998121647,0.7018998407698043,1.0031243572982438,0.8,median,qi
Alameda,1,7,2023-05-17,0.8414856998121647,0.7018998407698043,1.0031243572982438,0.8,median,qi
Alameda,1,7,2023-05-18,0.8414856998121647,0.7018998407698043,1.0031243572982438,0.8,median,qi
Alameda,1,8,2023-05-23,0.8424254850873851,0.6775081960106321,1.0423322370223171,0.8,median,qi
Alameda,1,8,2023-05-24,0.8424254850873851,0.6775081960106321,1.0423322370223171,0.8,median,qi
Alameda,1,8,2023-05-25,0.8424254850873851,0.6775081960106321,1.0423322370223171,0.8,median,qi
Alameda,1,1,2023-04-04,0.9251769941320948,0.756770750190649,1.1160499025126085,0.95,median,qi
Alameda,1,1,2023-04-05,0.9251769941320948,0.756770750190649,1.1160499025126085,0.95,median,qi
Alameda,1,1,2023-04-06,0.9251769941320948,0.756770750190649,1.1160499025126085,0.95,median,qi
Alameda,1,2,2023-04-11,0.8909483952540524,0.7301876638289154,1.0837442746401262,0.95,median,qi
Alameda,1,2,2023-04-12,0.8909483952540524,0.7301876638289154,1.0837442746401262,0.95,median,qi
Alameda,1,2,2023-04-13,0.8909483952540524,0.7301876638289154,1.0837442746401262,0.95,median,qi
Alameda,1,2,2023-04-14,0.8909483952540524,0.7301876638289154,1.0837442746401262,0.95,median,qi
Alameda,1,3,2023-04-18,0.8645016194553558,0.7148676907233475,1.0397872759157614,0.95,median,qi
Alameda,1,3,2023-04-19,0.8645016194553558,0.7148676907233475,1.0397872759157614,0.95,median,qi
Alameda,1,3,2023-04-20,0.8645016194553558,0.7148676907233475,1.0397872759157614,0.95,median,qi
Alameda,1,4,2023-04-25,0.8437774247984782,0.692288592677493,1.0164405279660045,0.95,median,qi
Alameda,1,4,2023-04-26,0.8437774247984782,0.692288592677493,1.0164405279660045,0.95,median,qi
Alameda,1,4,2023-04-27,0.8437774247984782,0.692288592677493,1.0164405279660045,0.95,median,qi
Alameda,1,5,2023-05-02,0.8348235104546207,0.6679933663326111,1.0258713011461,0.95,median,qi
Alameda,1,5,2023-05-03,0.8348235104546207,0.6679933663326111,1.0258713011461,0.95,median,qi
Alameda,1,5,2023-05-04,0.8348235104546207,0.6679933663326111,1.0258713011461,0.95,median,qi
